award_id,cancelled_trump,title,directorate,start_date,year,state,org_name,end_date,award_amount
"=""2028714""",no,PPoSS: Planning: Dynamic Big Graph Store for High-Throughput and Secure Distributed Query Processing,CCF,10/01/2020,2020,CA,University of California-Riverside,09/30/2021,249999.0
"=""2031014""",no,Conference Support Proposal: IEEE International Conference on Healthcare Informatics 2020,IIS,10/01/2020,2020,AZ,University of Arizona,09/30/2021,14000.0
"=""2103745""",no,CRII: III: Interpretable Models for Spatio-Temporal Event Forecasting using Social Sensors,IIS,10/01/2020,2020,GA,Emory University,07/31/2021,81893.0
"=""1954224""",no,SaTC: Frontiers: Collaborative: Protecting Personal Data Flow on the Internet,CNS,10/01/2020,2020,IA,University of Iowa,01/31/2021,210794.0
"=""1952163""",no,SCC-PG: Community Integration Platform for Health Science Education of Social Emotional Intelligence through Collaborative Mixed Reality,CNS,10/01/2020,2020,TX,University of Texas at Dallas,09/30/2021,149967.0
"=""2029037""",no,Collaborative Research: PPoSS: Planning: Making Smart Use of SmartNICs,CCF,10/01/2020,2020,CA,International Computer Science Institute,09/30/2021,90003.0
"=""2018768""",no,"MRI: Acquisition of High-Resolution X-Ray Computed Tomography System for Real-Time, In Situ Studies of Various Effects on Microstructure of Materials",CMMI,10/01/2020,2020,MO,Missouri University of Science and Technology,09/30/2021,918397.0
"=""2041418""",no,WORKSHOP: VL/HCC 2020 Graduate Consortium,IIS,10/01/2020,2020,NJ,New Jersey Institute of Technology,09/30/2021,1355.0
"=""2048588""",no,FY 21 Indirect Cost Negotiation IAA,BFA,10/01/2020,2020,DC,Bureau of Reclamation,10/01/2021,199500.0
"=""2035018""",no,EAGER: Neural Behavioral Analysis (NBA) Pipeline for Behavior and Neural Activity Analysis in Autism,IIS,10/01/2020,2020,MA,Massachusetts Institute of Technology,12/31/2021,200000.0
"=""2024839""",no,NRI: FND: Customizable Haptic Co-Robots For Training Emergency Surgical Procedures,CMMI,10/01/2020,2020,TX,University of Texas at Dallas,02/28/2021,749876.0
"=""2016619""",no,CCRI: Planning: Collaborative Research: Infrastructure for Enabling Systematic Development and Research of Scientific Workflow Management Systems,CNS,10/01/2020,2020,CA,University of Southern California,09/30/2021,70000.0
"=""2054079""",no,Change Makers: Crowdsolving the Energy Challenge through Cyber-Enabled Out-of-School Citizen Science Programs,DRL,10/01/2020,2020,MA,"INSTITUTE FOR FUTURE INTELLIGENCE, INC.",12/31/2021,326104.0
"=""2028869""",no,Collaborative Research: PPoSS: Planning: Fixpoint: an operating system and architecture for data-centric computing,CCF,10/01/2020,2020,NJ,Princeton University,09/30/2021,125000.0
"=""2027977""",no,PPoSS: Planning: THINGULARITY- Taming the Heterogeneity of IoT Across the System Stack,CCF,10/01/2020,2020,CA,University of California-Santa Barbara,09/30/2021,250000.0
"=""2015019""",no,SBIR Phase I:  Automated Safety/Security Compliance Verification and Enforcement for Autonomous Vehicle Software,TI,10/01/2020,2020,MI,TRUSTEDAVWARE LLC,09/30/2021,225000.0
"=""2006437""",no,CNS Core: Small: Not All Cameras are Created Equal: Systems Support for Highly Adaptive Video Analytics Pipelines,CNS,10/01/2020,2020,CA,University of California-Los Angeles,11/30/2021,499999.0
"=""2021582""",no,Collaborative Research: Evaluating Climate Change and Kill Mechanisms Associated with the End-Cretaceous Mass Extinction: A Model-Data Comparison Approach,EAR,09/15/2020,2020,TX,The University of Texas Rio Grande Valley,09/30/2021,453227.0
"=""2030602""",no,SBIR Phase I:  Cell-derived vesicles loaded with novel anti-inflammatories for treatment of severe COVID-19,TI,09/15/2020,2020,CA,"JUPITER THERAPEUTICS, INC.",08/31/2021,255961.0
"=""2037405""",no,SenSE:Wearable hybrid biochemical and biophysical sensing systems integrated with robust artificial intelligence for monitoring COVID-19 patients,ECCS,09/15/2020,2020,MO,University of Missouri-Columbia,01/31/2021,737504.0
"=""2052205""",no,PAESMEM Award for NCI,EES,09/15/2020,2020,MD,National Cancer Institute,03/15/2021,10000.0
"=""2039267""",no,Community-Based Programs Expanding Geoscience Education Pathways,RISE,09/15/2020,2020,GA,Clark Atlanta University,11/30/2021,49858.0
"=""1951498""",no,Collaborative Research: Mechanism of Manganese(IV) Oxide Biomineralization by a Bacterial Manganese Oxidase,EAR,09/15/2020,2020,OR,Oregon Health & Science University,03/31/2021,188015.0
"=""2020449""",no,Doctoral dissertation research: Examining the effects of forest ecology on primate nutrition and social organization,BCS,09/15/2020,2020,CO,University of Colorado at Boulder,05/31/2021,14007.0
"=""2010561""",no,6th International Conference of Quantitative Genetics (ICQG6),IOS,09/15/2020,2020,WA,University of Washington,08/31/2021,47280.0
"=""2031276""",no,Collaborative Research: CRISPR-SERS system for rapid and ultrasensitive detection of foodborne bacterial pathogens,CBET,09/15/2020,2020,MO,University of Missouri-Columbia,12/31/2020,318500.0
"=""2040620""",no,NSF Convergence Accelerator Track C: Synergistic Thrusts Towards Practical Topological Quantum Computing,ITE,09/15/2020,2020,MA,Massachusetts Institute of Technology,09/30/2021,785000.0
"=""2040682""",no,"NSF Convergence Accelerator - Track D: A Standardized Model Description Format for Accelerating Convergence in Neuroscience, Cognitive Science, Machine Learning and Beyond",ITE,09/15/2020,2020,NJ,Princeton University,11/30/2021,993102.0
"=""1955280""",no,Collaborative Research: The role of trust when learning from robots,BCS,09/15/2020,2020,NY,Cornell University,12/31/2021,367918.0
"=""2040636""",no,NSF Convergence Accelerator Track D: A Community Resource for Innovation in Polymer Materials,ITE,09/15/2020,2020,MA,Massachusetts Institute of Technology,11/30/2021,1000000.0
"=""2015909""",no,COLLABORATIVE RESEARCH: We are thriving: Challenging negative discourse through voices of women in project teams,EEC,09/15/2020,2020,NV,University of Nevada Las Vegas,09/30/2021,100845.0
"=""2018270""",no,RCN-UBE Incubator: Teaching Logical Reasoning Skills in Undergraduate Biology Courses,DBI,09/01/2020,2020,AZ,Pima County Community College District- NORTHWEST CAMPUS,08/31/2021,75000.0
"=""2031520""",no,"SBIR Phase I: COVID-19 Imaging XNAT Suite (CIXS): An informatics platform for developing, validating, and deploying AI applications for COVID-19 imaging",TI,09/01/2020,2020,MO,"RADIOLOGICS, INC.",08/31/2021,255874.0
"=""2032220""",no,"SBIR Phase I:  Voice-based telehealth interface for symptom monitoring and screening for chronic and acute respiratory diseases, including COVID-19",TI,09/01/2020,2020,PA,DEEPCONVO INC.,02/28/2021,255984.0
"=""2049670""",no,Workshop:  Aligning AI and U.S. Advanced Manufacturing Competitiveness,CMMI,09/01/2020,2020,CA,University of California-Los Angeles,08/31/2021,98280.0
"=""2037490""",no,Build and Broaden: Promoting Access to Graduate Education in Social Sciences (PAGES),BCS,09/01/2020,2020,OR,Oregon State University,08/31/2021,110199.0
"=""2029200""",no,Collaborative Research: IRNC: Testbed: FAB: FABRIC Across Borders,OAC,09/01/2020,2020,IL,Illinois Institute of Technology,03/31/2021,19707.0
"=""1941220""",no,CAREER: Catalysis with copper complexes bearing redox-active ligands with tunable hydrogen-bonding donor,CHE,09/01/2020,2020,TX,Southern Methodist University,10/31/2021,624998.0
"=""2012590""",no,Collaborative Research: Integrating Spatial Analysis into Long Term Research,BCS,09/01/2020,2020,AR,University of Arkansas,08/31/2021,102057.0
"=""2003572""",no,STTR Phase I:  Multiuse Rural Photovoltaic Module,TI,09/01/2020,2020,AZ,"SUNESTA SOLAR, INC.",08/31/2021,225000.0
"=""2017212""",no,"RUI, SBP, Collaborative Research: Exploring the unique effects of shared past adversity for enhancing social connection and identify-safety in STEM",BCS,09/01/2020,2020,IN,Indiana University,08/31/2021,82541.0
"=""2026102""",no,SBIR Phase I:  A Powerful Clinical Aid in the Diagnosis of Vaginitis to Prevent PTB and Stop STI Transmission,TI,09/01/2020,2020,VA,CAZA HEALTH LLC,08/31/2021,249726.0
"=""2026142""",no,SBIR Phase I:  Structure-based drug discovery for intrinsically disordered proteins,TI,09/01/2020,2020,MA,"NEW EQUILIBRIUM BIOSCIENCES, INC.",08/31/2021,255872.0
"=""1945102""",no,CAREER: Discrete Structures and Orthogonal Systems,DMS,09/01/2020,2020,CA,University of California-Irvine,10/31/2020,25756.0
"=""2018403""",no,MRI:  Acquisition of a high-speed stereoscopic particle image velocimetry system for research and teaching at the University of St. Thomas,CBET,09/01/2020,2020,MN,University of St. Thomas,08/31/2021,424013.0
"=""2032653""",no,"SBIR Phase I:  Antiviral Activity of Novel Nitrogen-Doped, Carbon Supported Catalysts Against Covid-19 Surrogates",TI,09/01/2020,2020,DE,ThruPore Technologies,11/30/2021,256000.0
"=""2039263""",no,EAGER: Collaborative Research: Feasibility of Self-Propelled Nanoparticles for Heat Transfer Enhancement,CBET,09/01/2020,2020,NY,Rensselaer Polytechnic Institute,08/31/2021,68193.0
"=""2025773""",no,SBIR Phase I:  A Wireless Portable Fully Electronic Hematology Analyzer for Complete Blood Count Analysis,TI,09/01/2020,2020,NJ,"RIZLAB HEALTH, INC.",11/30/2021,256000.0
"=""1944633""",no,CAREER: Pushing the Performance Limit of Composite Structures: Integrated Modeling of Manufacturing Processes and Materials,CMMI,09/01/2020,2020,CT,University of Connecticut,12/31/2020,550000.0
"=""2031953""",no,Frontera Travel Grant: Computational Studies of Transition Metal-Catalyzed Reactions,OAC,09/01/2020,2020,PA,University of Pittsburgh,08/31/2021,10000.0
"=""2038173""",no,EAGER: Reaction Engineering for Flame Spray Pyrolysis of Perovskite Oxide Nanocrystals,CBET,09/01/2020,2020,MN,University of Minnesota-Twin Cities,08/31/2021,100000.0
"=""2055193""",no,Collaborative Research: RAPID: Virtual Conference Platform,CCF,09/01/2020,2020,MA,Northeastern University,05/31/2021,7866.0
"=""2018413""",no,MRI: Acquisition of a laboratory beamline small (wide)-angle X-ray scattering tool for in-situ characterization of (bio)materials,CBET,09/01/2020,2020,UT,University of Utah,08/31/2021,524804.0
"=""2029591""",no,SBIR Phase I:  COVID-19 Cough Classifier Using Artificial Intelligence,TI,09/01/2020,2020,CO,COVID COUGH INC,02/28/2021,255974.0
"=""2001460""",no,Invariant Theory and Complexity Theory for Quiver Representations and Tensors,DMS,09/01/2020,2020,MI,Regents of the University of Michigan - Ann Arbor,09/30/2021,293000.0
"=""2023274""",no,Collaborative Research: Multi-Platform Approach to Evaluate Spring Bloom Timing and Carbon Export Processes in the North Atlantic Ocean,OCE,09/01/2020,2020,CA,Monterey Bay Aquarium Research Institute,09/30/2021,472642.0
"=""2031714""",no,SBIR Phase I:  A Wearable for Remote Monitoring of the COVID-19 Patient Population,TI,09/01/2020,2020,CA,"CEREVU MEDICAL, INC.",05/31/2021,256000.0
"=""1942594""",no,"CAREER: Spatial Network Deep Generative Modeling, Transformation, and Interpretation",IIS,09/01/2020,2020,VA,George Mason University,03/31/2021,102873.0
"=""2035385""",no,NSF Convergence Accelerator: Workshop on technological and societal hurdles facing carbon capture,OIA,09/01/2020,2020,OK,University of Oklahoma Norman Campus,02/28/2021,97484.0
"=""2032575""",no,SBIR Phase I:  Rapid disinfection using compact plasma reactors for COVID-19,TI,09/01/2020,2020,FL,"SurfPlasma, Inc.",08/31/2021,255945.0
"=""2030305""",no,"SBIR Phase I:  At home, single dose mRNA vaccine patch (COVID-19)",TI,09/01/2020,2020,MA,"Vaxess Technologies, Inc.",08/31/2021,256000.0
"=""2041006""",no,Aspire's Inclusive Faculty Framework Professional Development Series Building DEI Capacity in the INCLUDES National Network to Broaden Participation in STEM,DUE,09/01/2020,2020,DC,Association of Public and Land-Grant Universities,08/31/2021,91099.0
"=""2037677""",no,EAGER: Clima y Cafe: A Climate Change Adaptation Website for Policy and Production Decision-Making Support in Colombian Agriculture,SMA,09/01/2020,2020,IN,Purdue University,08/31/2021,71146.0
"=""2031247""",no,Study of Linear Instabilities in Laminar Hypersonic Shock-wave/Boundary-Layer Interactions using DSMC,OAC,09/01/2020,2020,IL,University of Illinois at Urbana-Champaign,08/31/2021,10000.0
"=""2033307""",no,SBIR Phase I: Assessing Risk of COVID-19 Infection with Cell Mediated Immunity,TI,09/01/2020,2020,PA,"PLEXISION, INC.",08/31/2021,218396.0
"=""1945018""",no,"CAREER: Building a Theory of Collective Cellular Sensing with Applications to Morphogenesis, Chemotaxis, and Metastasis",PHY,09/01/2020,2020,IN,Purdue University,03/31/2021,134377.0
"=""2033558""",no,A1: Knowledge Network Development Infrastructure with Application to COVID-19 Science and Economics,ITE,09/01/2020,2020,MI,Regents of the University of Michigan - Ann Arbor,07/31/2021,2993148.0
"=""2035358""",no,NSF Convergence Accelerator: Privacy and Pandemics: Responsible Use of Data During Times of Crisis,OIA,09/01/2020,2020,DC,FPF Education and Innovation Foundation,02/28/2021,96096.0
"=""2041598""",no,Challenges and Opportunities for Electronic Design Automation in the Next Decade,CCF,09/01/2020,2020,IN,University of Notre Dame,08/31/2021,43308.0
"=""2016408""",no,R/V Marcus G Langseth - Oceanographic Instrumentation 2020,OCE,09/01/2020,2020,NY,Columbia University,08/31/2021,600000.0
"=""2032448""",no,SBIR Phase I:  A high throughput microfluidic platform to accelerate biomanufacturing transitions in the COVID-19 response,TI,09/01/2020,2020,MA,"ONECYTE BIOTECHNOLOGIES, INC.",08/31/2021,256000.0
"=""2041809""",no,Quantum Leap Grantees Meeting 2020,PHY,09/01/2020,2020,OR,University of Oregon Eugene,08/31/2021,64855.0
"=""2014649""",no,SBIR Phase I:  Neurocognitive and behavioral detection of THC impairment,TI,09/01/2020,2020,VT,"DRIVEABILITY VT, LLC",12/31/2021,224472.0
"=""2026176""",no,SBIR Phase I:  Novel injectable long-acting local anesthetic for postoperative pain management,TI,09/01/2020,2020,UT,REBEL MEDICINE INC,12/31/2021,255838.0
"=""2028136""",no,RAPID Collaborative proposal: Spatial dynamics of COVID-19,DEB,09/01/2020,2020,GA,University of Georgia Research Foundation Inc,08/31/2021,73034.0
"=""2039486""",no,EAGER: Collaborative Research: A Novel Method for Laminar Burning Speed Measurement at Ultra High-Pressures,CBET,09/01/2020,2020,MS,Mississippi State University,07/31/2021,200000.0
"=""2042854""",no,"Conference Proposal: Promoting Scientific Research and Development in the United States and Engaging Invested Stakeholders, Policymakers, and Students",OIA,09/01/2020,2020,TX,William Marsh Rice University,12/31/2021,48732.0
"=""2034014""",no,SBIR Phase I:  Using patient specific DNA methylation to predict COVID-19 clinical prognosis,TI,09/01/2020,2020,UT,"INHERENT BIOSCIENCES, INC.",09/30/2021,255959.0
"=""2003544""",no,Plasmon-induced Triplet Energy Transfer (PITET) for Photon Upconversion,CHE,09/01/2020,2020,CA,University of California-Riverside,10/31/2021,510000.0
"=""2031154""",no,SBIR Phase I:  Antiviral and Anti-inflammatory Live Biotherapeutics (COVID-19),TI,09/01/2020,2020,MN,General Probiotics Inc,08/31/2021,256000.0
"=""2104984""",no,"INT: Collaborative Research: Detecting, Predicting and Remediating Student Affect and Grit Using Computer Vision",IIS,09/01/2020,2020,MA,University of Massachusetts Amherst,08/31/2021,90192.0
"=""2035359""",no,"NSF CONVERGENCE ACCELERATOR: Improving Online Education Through Technology, Research, And Data",OIA,09/01/2020,2020,GA,"Georgia State University Research Foundation, Inc.",08/31/2021,99220.0
"=""2038048""",no,International Symposium on Aviation Psychology,BCS,09/01/2020,2020,OR,Oregon State University,12/31/2021,27563.0
"=""1947149""",no,Doctoral Dissertation Research: A History of Muscle-Powered Transportation Infrastructure Planning and the Broader Political Economy,SES,09/01/2020,2020,IL,University of Chicago,08/31/2021,15750.0
"=""2012934""",no,"Operation of the Telescope Array, TALE, and the TAx4 Expansion by the University of Utah",PHY,09/01/2020,2020,UT,University of Utah,08/31/2021,841026.0
"=""2029707""",no,SBIR Phase I:  Machine Learning for Early Detection of COVID-19 Plaques in Cells,TI,09/01/2020,2020,CA,ViQi LLC,08/31/2021,255571.0
"=""1949884""",no,An Undergraduate Research Program in Combinatorics and Number Theory,DMS,09/01/2020,2020,MN,University of Minnesota Duluth,08/31/2021,109970.0
"=""2050264""",no,RAPID: Keeping Shelters in Place: Understanding Residential Landlord Decision-making During the COVID-19 Pandemic,CMMI,09/01/2020,2020,IA,Iowa State University,10/31/2021,60000.0
"=""2001712""",no,PostDoctoral Research Fellowship,DMS,09/01/2020,2020,MA,"Tseng, Dennis",01/31/2021,17500.0
"=""2026042""",no,SBIR Phase I:  Heap leaching and slope saturation monitoring with muon detectors,TI,09/01/2020,2020,MA,MUON VISION INC.,08/31/2021,255945.0
"=""2033772""",no,SBIR Phase I:  Developing a Rapid Antibody Generation Platform for Emerging COVID-19 Variants,TI,09/01/2020,2020,WA,"A-Alpha Bio, Inc.",12/31/2021,256000.0
"=""1942302""",no,CAREER: Intrinsic and Extrinsic Conditions in Several Complex Variables,DMS,09/01/2020,2020,LA,Louisiana State University,01/31/2021,114349.0
"=""2038333""",no,Conference: Broadband Research Workshop and Report 2020,CNS,09/01/2020,2020,NY,Columbia University,09/30/2021,49998.0
"=""2037573""",no,Advancing Sustainable Low Carbon Energy,OIA,09/01/2020,2020,TX,University of Houston,08/31/2021,71248.0
"=""2019023""",no,MRI TRACK I: Acquisition of a Super Resolution Module for Biological and Advanced Materials Imaging,CBET,09/01/2020,2020,MS,University of Southern Mississippi,08/31/2021,311395.0
"=""2022510""",no,Doctoral Dissertation Research: The Biocultural Impacts of Emerging Inequality and Health Disparities in the Past,BCS,09/01/2020,2020,NC,University of North Carolina at Chapel Hill,11/30/2021,1128.0
"=""2018150""",no,MRI: Acquisition of a High-Speed Camera for a Primarily Undergraduate Institution,CBET,09/01/2020,2020,MA,Western New England University,08/31/2021,53290.0
"=""2029490""",no,Workshop: Human Rights Law,SES,09/01/2020,2020,AZ,Arizona State University,08/31/2021,33160.0
"=""2018560""",no,MRI: Acquisition of Ion Mill for TEM Sample Preparation,DMR,09/01/2020,2020,MA,Smith College,08/31/2021,136051.0
"=""2031281""",no,SBIR Phase I:  Development of an oral recombinant subunit vaccine to protect against COVID-19,TI,09/01/2020,2020,PA,"VAXFORM, LLC",12/31/2021,256000.0
"=""2025911""",no,"SBIR Phase I:  Developing a Continual, Wireless, Intra-Oral Salivary pH Sensor",TI,09/01/2020,2020,MA,"UCHU BIOSENSORS, INC.",09/30/2021,256000.0
"=""2025951""",no,"SBIR Phase I:  A Cloud-based, AI-enabled ECG Analysis Platform for More Efficient Arrhythmia Detection",TI,09/01/2020,2020,NY,"ZBEATS, INC",05/31/2021,276000.0
"=""2006001""",no,Studying Scientist-Educator-Artist Collaborations and Participatory Community Learning around Environmental Change and Adaptation,DRL,09/01/2020,2020,LA,Tulane University,01/31/2021,299893.0
"=""2031910""",no,Frontera Travel Grant: Study of How Membrane Properties Control Enveloped Viral Entry,OAC,09/01/2020,2020,VA,University of Virginia Main Campus,08/31/2021,8075.0
"=""2030244""",no,Collaborative Research: SWIFT: SMALL: Continuous-tuning matrix-beamforming MIMO enabled multi-mode injection-locking passive Wi-Fi sensing,ECCS,09/01/2020,2020,WA,Washington State University,03/31/2021,250000.0
"=""2031704""",no,NSF Frontera Allocation Travel Grant,OAC,09/01/2020,2020,IL,University of Illinois at Urbana-Champaign,08/31/2021,10000.0
"=""2014934""",no,SBIR Phase I:  Development of a Novel Diagnostic Test for Pulmonary Embolism Based on Artificial Intelligence and Spectral Analysis of Blood,TI,09/01/2020,2020,VT,BIOCOGNIV INC.,08/31/2021,209881.0
"=""2025974""",no,SBIR Phase I:  High-throughput injectability screening of high concentration protein formulations by multiplexed microfluidic quartz resonators,TI,09/01/2020,2020,NC,Qatch Technologies LLC,08/31/2021,255748.0
"=""2010685""",no,Studies of Black Hole Binary Systems Using Time-Domain Perturbation Theory,PHY,09/01/2020,2020,MA,"University of Massachusetts, Dartmouth",12/31/2020,75393.0
"=""2031465""",no,RAPID Collaborative Research: Economic Preferences and Preventative Health Measures During a Pandemic,SES,09/01/2020,2020,NY,Rensselaer Polytechnic Institute,08/31/2021,44172.0
"=""2026005""",no,SBIR Phase I:  Synthesizing Business Software Customizations,TI,09/01/2020,2020,TX,BLUSPHINX INC,11/30/2021,276000.0
"=""2042775""",no,Science Diplomacy to Promote and Strengthen Basic Research and International Cooperation,OISE,09/01/2020,2020,DC,National Academy of Sciences,07/31/2021,49999.0
"=""2026445""",no,FW-HTF-RM: Collaborative Research: Assistive Intelligence for Cooperative Robot and Inspector Survey of Infrastructure Systems (AI-CRISIS),ECCS,09/01/2020,2020,OR,Oregon State University,04/30/2021,280000.0
"=""2031813""",no,SBIR Phase I: Secure blockchain communication for federal benefit assessments during COVID-19,TI,09/01/2020,2020,RI,"bosWell, Inc.",08/31/2021,256000.0
"=""2014103""",no,Model Independent Interpretations of Precision Measurement and Data Utility Preservation with SMEFT,PHY,09/01/2020,2020,TX,Sam Houston State University,08/31/2021,45000.0
"=""2024033""",no,"NSF Student Travel Grant for 2020 IEEE Radio Frequency Integrated Circuits Symposium (RFIC 2020). To be held August 4-6, 2020.",ECCS,09/01/2020,2020,TX,Texas Tech University,08/31/2021,10000.0
"=""2010583""",no,NSF Postdoctoral Fellowship in Biology FY 2020,DBI,09/01/2020,2020,WI,"Cope, Olivia L",06/30/2021,60000.0
"=""2013873""",no,Quantum Gravity on the Inside,PHY,09/01/2020,2020,MD,Johns Hopkins University,08/31/2021,35000.0
"=""2010614""",no,Workshop on The State of High School Cybersecurity Education for Preparing a Cybersecurity Workforce,DRL,09/01/2020,2020,ID,Boise State University,08/31/2021,100000.0
"=""2040094""",no,4th International Conference on Epigenetics and Bioengineering (EpiBio),CBET,09/01/2020,2020,NY,American Institute of Chemical Engineers,08/31/2021,22455.0
"=""2018644""",no,MRI: Acquisition of an Integrated Spectral Analysis Instrument,ECCS,09/01/2020,2020,OK,University of Tulsa,08/31/2021,104424.0
"=""2024486""",no,Collaborative Research: NCS-FO: Intelligent Closed-Loop Neural Interface System for Studying Mechanisms of Somatosensory Feedback in Control of Functional and Stable Locomotion,ECCS,09/01/2020,2020,NC,North Carolina State University,10/31/2021,303634.0
"=""2033956""",no,Collaborative Research: Data-Driven Situational Awareness for Resilient Operation of Distribution Networks with Inverter-based distributed energy resources,ECCS,09/01/2020,2020,KS,Kansas State University,01/31/2021,149997.0
"=""2025836""",no,"SBIR Phase I:  Building a Novel, Interactive Artificial Intelligence Software Platform to Improve Communication in Autism",TI,09/01/2020,2020,CA,iTherapy LLC,04/30/2021,255367.0
"=""2040186""",no,NSF Student Participation Grant for 2020 IEEE International Conference on Green and Sustainable Computing (IEEE IGSC),CNS,09/01/2020,2020,CO,Colorado State University,08/31/2021,10000.0
"=""2051801""",no,"EAGER SitS:Collaborative Research:Projecting Arctic soil and ecosystem responses to warming using SCAMPS: A stoichiometrically coupled, acclimating microbe-plant-soil model",OPP,09/01/2020,2020,CA,California Polytechnic State University Foundation,12/31/2021,97432.0
"=""1950981""",no,The Biophysics of Collective Cell Locomotion,DMS,09/01/2020,2020,NY,New York University,01/31/2021,300880.0
"=""2030771""",no,"SBIR Phase I:  Development of a rapid, point-of-care coagulation test for the investigation and treatment of COVID-19-related coagulopathy.",TI,09/01/2020,2020,MA,"COAGULO MEDICAL TECHNOLOGIES, INC.",05/31/2021,253210.0
"=""2039851""",no,RAPID: Understanding the Disparate Impact of COVID-19,SES,09/01/2020,2020,NC,Duke University,08/31/2021,199910.0
"=""2011652""",no,Research Support for iGEM Program at the University of Virginia,MCB,09/01/2020,2020,VA,University of Virginia Main Campus,12/31/2021,26800.0
"=""2025905""",no,SBIR Phase I:  Machine Learning Enhanced Hardware for Optimization and Self-tuning of High-Finesse Optical Cavities,TI,09/01/2020,2020,NY,"QUNNECT, LLC",08/31/2021,255556.0
"=""2033615""",no,B1 (Future Jobs and AI): Skill-XR: An Affordable and Scalable X-Reality (XR) Platform for Skills Training and Analytics in Manufacturing Workforce Education,ITE,09/01/2020,2020,IN,Purdue University,05/31/2021,1470935.0
"=""2030327""",no,SBIR Phase I:  A Workplace Wearable Device For Social Distancing and Contact Tracing in Essential Businesses During COVID-19,TI,09/01/2020,2020,NY,One Million Metrics Corp,02/28/2021,255993.0
"=""2013827""",no,"RUI: Higher-Form 't Hooft Anomalies, Information Theory, and Continuity in Gauge Theories",PHY,09/01/2020,2020,OR,Lewis and Clark College,08/31/2021,21323.0
"=""2023707""",no,Collaborative Research: Characterizing microbial transformation of marine DOM at the molecular level using untargeted metabolomics,OCE,09/01/2020,2020,CA,San Diego State University Foundation,02/28/2021,378161.0
"=""1945187""",no,CAREER: Evolution During Spatial Growth,PHY,09/01/2020,2020,MA,Trustees of Boston University,10/31/2020,0.0
"=""2032819""",no,SBIR Phase I:  Rapidly Deployable Virus Adsorbing Face Mask Coating to Reduce COVID-19 Transmission,TI,09/01/2020,2020,WA,"Membrion, Inc.",12/31/2021,256000.0
"=""2040539""",no,2021 Germination Investigator Workshop,EFMA,09/01/2020,2020,IL,University of Illinois at Urbana-Champaign,08/31/2021,49903.0
"=""2018889""",no,MRI: Acquisition of PeakForce Kelvin Probe Force Microscopy Package and Upgrade for Dimension Icon Scanning Probe Microscopy System,DMR,09/01/2020,2020,NC,Appalachian State University,08/31/2021,40110.0
"=""2026509""",no,eOPF,HRM,09/01/2020,2020,DC,"PERSONNEL MANAGEMENT, U S OFFICE OF",09/01/2021,40021.0
"=""2026618""",no,"FW-HTF-P: Training an Agile, Adaptive Workforce for the Future of Manufacturing with Intelligent Augmented Reality",DRL,09/01/2020,2020,MA,Northeastern University,12/31/2021,149999.0
"=""2031727""",no,SBIR Phase I:  A new vaccine technology to engineer a potent and polarized immunity against COVID-19,TI,09/01/2020,2020,CA,Tempo Therapeutics,08/31/2021,255998.0
"=""2026029""",no,"SBIR Phase I:  The Development of Signal Sensing, Processing and Mapping Technology to Enable Curative, Patient-Specific Treatment of Atrial Fibrillation",TI,09/01/2020,2020,VT,"CoreMap, Inc.",12/31/2021,251134.0
"=""2041457""",no,"AfroBiotech Conference: Black Lives Matter in Science, Engineering and Medicine",MCB,09/01/2020,2020,NY,American Institute of Chemical Engineers,08/31/2021,33206.0
"=""2051661""",no,CAREER: Multiscale Modeling of Axonal Cytoskeleton Dynamics and Axonal Transport,DMS,08/31/2020,2020,MN,University of Minnesota-Twin Cities,06/30/2021,191445.0
"=""2052645""",no,Harmonic Analysis on the Hamming Cube,DMS,08/16/2020,2020,NC,North Carolina State University,10/31/2021,116236.0
"=""2052865""",no,CAREER: Discrete Structures and Orthogonal Systems,DMS,08/16/2020,2020,NC,North Carolina State University,10/31/2021,109199.0
"=""2102233""",no,"NeTS: Small: Toward Optimal, Efficient, and Holistic Networking Design for Massive-MIMO Wireless Networks",CNS,08/16/2020,2020,OH,"OHIO STATE UNIVERSITY, THE",09/30/2021,133294.0
"=""2029523""",no,"Symposium SICB 2021 An Evolutionary Tail: EvoDevo, structure, and function of post-anal appendages.",IOS,08/15/2020,2020,ID,Regents of the University of Idaho,07/31/2021,14630.0
"=""2018573""",no,MRI: Acquisition of Coupled Wavemeters for Precise Excitation of Charged and Neutral Particles,PHY,08/15/2020,2020,VT,Middlebury College,07/31/2021,75650.0
"=""2037830""",no,"SII Planning:  Identifying  issues, opportunities, and challenges of emerging wireless spectrum innovations",AST,08/15/2020,2020,CA,University of California-San Diego,04/30/2021,300000.0
"=""2017130""",no,ADVANCE Partnership: ImPACT IT: Increasing the Participation and Advancement of Women in Information Technology,EES,08/15/2020,2020,MA,Worcester Polytechnic Institute,12/31/2020,998053.0
"=""2021590""",no,Doctoral Dissertation Research: Moral foundation frame effectiveness in sustainable policy introductions,SMA,08/15/2020,2020,FL,University of Florida,07/31/2021,30500.0
"=""2037732""",no,SII Planning: Olin Spectrum Innovation Initiative Center (OSIIC),AST,08/15/2020,2020,MA,Franklin W. Olin College of Engineering,07/31/2021,198809.0
"=""2037852""",no,SII Planning Grant: National Center for Radio Spectrum Innovations (NCRSI),AST,08/15/2020,2020,IN,University of Notre Dame,09/30/2021,300000.0
