award_id,cancelled_trump,title,directorate,start_date,state,org_name,end_date,year,award_amount
"=""2018902""",yes,RCN-UBE Incubator: Undergraduate Learning Environments in Biology,DBI,12/15/2020,FL,The University of Central Florida Board of Trustees,01/31/2021,2021,74319.0
"=""2008532""",yes,RI: Small: A Study of New Aggregate Losses for Machine Learning,IIS,10/01/2020,NY,SUNY at Albany,12/31/2020,2020,449985.0
"=""2005784""",yes,Empowering Informal Educators to Prepare Future Generations in Wireless Radio Communications with Mobile Resources,DRL,10/01/2020,MA,Concord Consortium,10/31/2020,2020,2279188.0
"=""1948175""",yes,CRII: SaTC: Securing Internet of Things Against Cache-based Attacks,CNS,10/01/2020,NY,Rochester Institute of Tech,10/31/2020,2020,172235.0
"=""2007716""",yes,III: Small: Deep Generative Models for Temporal Graph Generation and Interpretation,IIS,10/01/2020,VA,George Mason University,12/31/2020,2020,498050.0
"=""2007922""",yes,Collaborative Research:CNS Core:Small:Towards Efficient Cloud Services,CNS,10/01/2020,VA,College of William and Mary,10/31/2020,2020,249840.0
"=""2018393""",yes,Collaborative Research: FMitF: Track I: Game Theoretic Updates for Network and Cloud Functions,CCF,10/01/2020,MA,University of Massachusetts Amherst,01/31/2021,2021,295000.0
"=""2007961""",yes,AF: Small: Expanding the Reach of Topological Data Analysis,CCF,10/01/2020,OH,"OHIO STATE UNIVERSITY, THE",10/31/2020,2020,350000.0
"=""2007976""",yes,OAC Core: SMALL: DeepJIMU: Model-Parallelism Infrastructure for Large-scale Deep Learning by Gradient-Free Optimization,OAC,10/01/2020,VA,George Mason University,12/31/2020,2020,498609.0
"=""1954224""",yes,SaTC: Frontiers: Collaborative: Protecting Personal Data Flow on the Internet,CNS,10/01/2020,IA,University of Iowa,01/31/2021,2021,210794.0
"=""2037405""",yes,SenSE:Wearable hybrid biochemical and biophysical sensing systems integrated with robust artificial intelligence for monitoring COVID-19 patients,ECCS,09/15/2020,MO,University of Missouri-Columbia,01/31/2021,2021,737504.0
"=""2031276""",yes,Collaborative Research: CRISPR-SERS system for rapid and ultrasensitive detection of foodborne bacterial pathogens,CBET,09/15/2020,MO,University of Missouri-Columbia,12/31/2020,2020,318500.0
"=""1944633""",yes,CAREER: Pushing the Performance Limit of Composite Structures: Integrated Modeling of Manufacturing Processes and Materials,CMMI,09/01/2020,CT,University of Connecticut,12/31/2020,2020,550000.0
"=""1945102""",yes,CAREER: Discrete Structures and Orthogonal Systems,DMS,09/01/2020,CA,University of California-Irvine,10/31/2020,2020,25756.0
"=""2001712""",yes,PostDoctoral Research Fellowship,DMS,09/01/2020,MA,"Tseng, Dennis",01/31/2021,2021,17500.0
"=""1942302""",yes,CAREER: Intrinsic and Extrinsic Conditions in Several Complex Variables,DMS,09/01/2020,LA,Louisiana State University,01/31/2021,2021,114349.0
"=""2006001""",yes,Studying Scientist-Educator-Artist Collaborations and Participatory Community Learning around Environmental Change and Adaptation,DRL,09/01/2020,LA,Tulane University,01/31/2021,2021,299893.0
"=""2010685""",yes,Studies of Black Hole Binary Systems Using Time-Domain Perturbation Theory,PHY,09/01/2020,MA,"University of Massachusetts, Dartmouth",12/31/2020,2020,75393.0
"=""2033956""",yes,Collaborative Research: Data-Driven Situational Awareness for Resilient Operation of Distribution Networks with Inverter-based distributed energy resources,ECCS,09/01/2020,KS,Kansas State University,01/31/2021,2021,149997.0
"=""1950981""",yes,The Biophysics of Collective Cell Locomotion,DMS,09/01/2020,NY,New York University,01/31/2021,2021,300880.0
"=""1945187""",yes,CAREER: Evolution During Spatial Growth,PHY,09/01/2020,MA,Trustees of Boston University,10/31/2020,2020,0.0
"=""2017130""",yes,ADVANCE Partnership: ImPACT IT: Increasing the Participation and Advancement of Women in Information Technology,EES,08/15/2020,MA,Worcester Polytechnic Institute,12/31/2020,2020,998053.0
"=""2002951""",yes,"Mapping Class Groups, Branched Covers, and Rational Maps",DMS,08/15/2020,MI,Regents of the University of Michigan - Ann Arbor,01/31/2021,2021,151538.0
"=""2009544""",yes,Collaborative Research: The Magellanic Clouds as a Laboratory for Star Formation at Low Metallicity,AST,08/15/2020,MD,Johns Hopkins University,11/30/2020,2020,261871.0
"=""2041485""",yes,I-Corps: Acellular 3D Scaffold for Treating Volumetric Muscle Loss,TI,08/15/2020,MO,Saint Louis University,01/31/2021,2021,50000.0
"=""2014339""",yes,STTR Phase I:  Development and Validation of Noninvasive High-Fidelity Serial Aneurysm Diagnostic Software,TI,08/15/2020,WI,"VASOGNOSIS, INC.",01/31/2021,2021,225000.0
"=""2015148""",yes,SBIR Phase I:  Development of a safe gene editing system via CRISPR-Cas and Cas inhibitor co-delivery,TI,08/15/2020,CA,"ACRIGEN BIOSCIENCES, INC.",01/31/2021,2021,225000.0
"=""2039443""",yes,"I-Corps:  Manufacturing method for blends of anhydrous probiotic bacteria and low-water, high-fat content nut butters",TI,08/15/2020,MA,Brandeis University,01/31/2021,2021,50000.0
"=""2015441""",yes,Collaborative Research: Internship Network in the Mathematical Sciences,DMS,08/15/2020,MN,University of Minnesota-Twin Cities,11/30/2020,2020,1196377.0
"=""2014829""",yes,SBIR Phase I Machine Learning for Screening Acute Respiratory Distress Syndrome in General and COVID-19 Patient Populations,TI,08/15/2020,TX,Dascena,01/31/2021,2021,225000.0
"=""2005316""",yes,Cyclotomic Spectra and p-Divisible Groups,DMS,08/01/2020,IL,University of Illinois at Chicago,11/30/2020,2020,417261.0
"=""2038140""",yes,MsRI-EW: Enabling Transformative Advances in Materials Engineering through Development of Novel Approaches to Electron Microscopy,CBET,08/01/2020,AZ,Arizona State University,01/31/2021,2021,50000.0
"=""1949613""",yes,Collaborative Research: Gateway to North America--the Great American Biotic Interchange (GABI) in Mexico and Origin of C4 Grassland,EAR,08/01/2020,NY,SUNY at Buffalo,12/31/2020,2020,53206.0
"=""2038085""",yes,Supporting Student Development Activities at the International Joint Conference on Biometrics (IJCB2020),IIS,08/01/2020,TX,University of Houston,01/31/2021,2021,17498.0
"=""2025878""",yes,"SBIR Phase I:  Intelligent, real-time migration of software containers to optimize cloud computing resources",TI,08/01/2020,NY,"EXOTANIUM, INC.",01/31/2021,2021,256000.0
"=""2015112""",yes,SBIR Phase I (COVID-19):  Developing a comprehensive and customizable science courseware grounded in evidence-based teaching and learning practices,TI,08/01/2020,CO,"CODON LEARNING, INC.",01/31/2021,2021,224960.0
"=""2037902""",yes,I-Corps:  A Powered Prosthetic Hand with Continuous Multi-Grasp Control,TI,08/01/2020,TN,Vanderbilt University,01/31/2021,2021,50000.0
"=""2041553""",yes,"I-Corps:   On-farm production of nitrogen fertilizer from air, water, and renewable electricity",TI,08/01/2020,CA,Stanford University,01/31/2021,2021,50000.0
"=""2002923""",yes,Migration and cultural change,SMA,08/01/2020,AZ,"Pacheco Fores, Sofia",12/31/2020,2020,37000.0
"=""2035881""",yes,"I-Corps: Handheld fluorescence reader that provides quantitative, multiplexed detection of fluorescence signals",TI,08/01/2020,AZ,Arizona State University,01/31/2021,2021,50000.0
"=""2024373""",yes,SBIR Phase I:  A Novel Human Machine Interface for Assistive Robots,TI,08/01/2020,MA,MANUS ROBOTICS INC.,01/31/2021,2021,256000.0
"=""2003624""",yes,CDS&E: Collaborative Research: HyLoC: Objective-driven Adaptive Hybrid Lossy Compression Framework for Extreme-Scale Scientific Applications,OAC,08/01/2020,AL,University of Alabama Tuscaloosa,10/31/2020,2020,270802.0
"=""2028258""",yes,I-Corps: TOPOLOGY OPTIMIZATION APPLIED TO ADDITIVE MANUFACTURED HEAT EXCHANGERS,TI,08/01/2020,WI,University of Wisconsin-Madison,01/31/2021,2021,50000.0
"=""1945669""",yes,CAREER:Formation of Small Scales and Dissipation in Incompressible Fluids,DMS,08/01/2020,CA,University of California-San Diego,09/30/2020,2020,23252.0
"=""2035032""",yes,MsRI-EC- Develop a Research Infrastructure for Intelligent Water Systems,CBET,07/15/2020,NJ,Princeton University,12/31/2020,2020,42497.0
"=""2037733""",yes,I-Corps: Passive Tactile Learning Gloves,TI,07/15/2020,GA,Georgia Tech Research Corporation,12/31/2020,2020,50000.0
"=""2037776""",yes,I-Corps: Resilient Energy Solutions for Home Health Care,TI,07/15/2020,WI,University of Wisconsin-Madison,12/31/2020,2020,50000.0
"=""2022439""",yes,International Conference of the Learning Sciences: Doctoral Consortium and Early Career Workshops,IIS,07/15/2020,CO,University of Colorado at Boulder,12/31/2020,2020,6240.0
"=""2032467""",yes,RAPID: COVID-19 diagnostics for limited resource settings via improved sample preparation,CBET,07/15/2020,CA,California Institute of Technology,12/31/2020,2020,140939.0
"=""2037903""",yes,I-Corps:   Materials and methods for manufacturing engineered optics for augmented and virtual reality applications,TI,07/15/2020,OR,Oregon State University,12/31/2020,2020,50000.0
"=""2034804""",yes,I-Corps:  Zero-power Wireless Flame Detector for Ubiquitous Fire Monitoring,TI,07/15/2020,MA,Northeastern University,12/31/2020,2020,50000.0
"=""2029091""",yes,RAPID: Decentralized Telephonic Triage System for Charitable Clinic COVID-19 Crisis Response,IIS,07/01/2020,NJ,SOSTENTO INC.,12/31/2020,2020,125074.0
"=""1952992""",yes,CDS&E: Applied Geometry and Harmonic Analysis in Deep Learning Regularization: Theory and Applications,DMS,07/01/2020,NC,Duke University,12/31/2020,2020,51600.0
"=""2038352""",yes,INTERN DCL – Enhancing Social Capital in Innovation and STEM Entrepreneurship,CNS,07/01/2020,NJ,Rutgers University Newark,12/31/2020,2020,49771.0
"=""2007775""",yes,OAC Core: SHF: SMALL: ICURE -- In-situ Analytics with Compressed or Summary Representations for Extreme-Scale Architectures,OAC,07/01/2020,OH,"OHIO STATE UNIVERSITY, THE",07/31/2020,2020,500000.0
"=""1953525""",yes,Investigating Community College to PhD: Developing Graduate Aspirations Among Upward Transfer Students in Computing and Technology,DGE,07/01/2020,ID,Idaho State University,09/30/2020,2020,688454.0
"=""2010863""",yes,"Floer Invariants, Cobordisms, and Contact Geometry",DMS,07/01/2020,LA,Louisiana State University,08/31/2020,2020,122813.0
"=""2026052""",yes,SBIR Phase I:  Advanced bonding and cutting techniques for manufacturing solid aluminum parts,TI,07/01/2020,MA,ALLOY ENTERPRISES INC.,12/31/2020,2020,255999.0
"=""1948512""",yes,CRII: CIF: Fundamental Research on Energy Efficiency and Security of RF Energy Harvesting Wireless Networks,CCF,07/01/2020,MS,University of Southern Mississippi,10/31/2020,2020,114922.0
"=""2000610""",yes,"Hodge Filtration, Singularities, and Complex Birational Geometry",DMS,07/01/2020,IL,Northwestern University,08/31/2020,2020,163302.0
"=""2013051""",yes,Using Coevolutionary Algorithms to Identify Distractor Answers for Multiple Choice Questions Used for Peer Instruction,DUE,07/01/2020,FL,The University of Central Florida Board of Trustees,08/31/2020,2020,222878.0
"=""2029745""",yes,SBIR Phase I:  Development and assessment of a diagnostic platform for rapid identification of COVID-19 patients without using custom reagents,TI,07/01/2020,MD,"3I Diagnostics, Inc.",12/31/2020,2020,256000.0
"=""2035356""",yes,"MsRI-EW:  Mid-scale Research Infrastructure Engineering Workshop for National Silicon Carbide Fabrication Facility. To Be Held Virtually August 13-14, 2020.",ECCS,07/01/2020,AR,University of Arkansas,12/31/2020,2020,9979.0
"=""2000866""",yes,Building Career Interest in Computer Science through Advanced Real-World Technology Projects,DUE,07/01/2020,CT,Tunxis Community-Technical College,01/31/2021,2021,599350.0
"=""2039237""",yes,IAA for special issuance passports.,DAS,07/01/2020,DC,DEPT OF STATE,01/01/2021,2021,13800.0
"=""2005258""",yes,The Asymptotic Geometry of Moduli Spaces,DMS,07/01/2020,CA,Stanford University,11/30/2020,2020,172654.0
"=""2034958""",yes,"MsRI-EC: Conference on Midscale Infrastructure for Quantum Photonic Science, Engineering and Technology.The Conference Will Be Held Virtually In August, 2020.",ECCS,07/01/2020,AZ,University of Arizona,12/31/2020,2020,46914.0
"=""1944259""",yes,CAREER: Forecasting Impacts to Reduce Exposure to Smoke (FIRES) - Modeling wildfire smoke transport in the western U.S.,CBET,07/01/2020,NV,"Board of Regents, NSHE, obo University of Nevada, Reno",10/31/2020,2020,406767.0
"=""2001122""",yes,Research PGR: Genome-enabled characterization of orphan receptor-like kinases in plants.,IOS,06/15/2020,OK,University of Oklahoma Norman Campus,10/31/2020,2020,2000000.0
"=""2035003""",yes,Collaborative Research: RAPID: Virtual Conference Platform,CCF,06/15/2020,VA,George Mason University,12/31/2020,2020,30208.0
"=""2006995""",yes,Collaborative Research: SHF: Small: Interactive Synthesis and Repair For Robot Programs,CCF,06/15/2020,MA,University of Massachusetts Amherst,12/31/2020,2020,200000.0
"=""2016026""",yes,ACL 2020 Student Workshop,IIS,06/15/2020,CA,University of California-Davis,11/30/2020,2020,14980.0
"=""2033384""",yes,Workshop on Drug Repurposing for Future Pandemics,IIS,06/15/2020,MA,Harvard University,11/30/2020,2020,29952.0
"=""2007066""",yes,SHF:Small:A Language-based Approach to Faster and Safer Serverless Computing,CCF,06/15/2020,MA,University of Massachusetts Amherst,12/31/2020,2020,450000.0
"=""1922425""",yes,Dimensions of Care Giving and Eldercare Technology in an Aging Society,BCS,06/01/2020,IL,The Art Institute of Chicago,01/31/2021,2021,75788.0
"=""1954014""",yes,"The Interplay between Combinatorics, Set Theory, and Dynamics",DMS,06/01/2020,PA,Carnegie Mellon University,09/30/2020,2020,160000.0
"=""1941952""",yes,CAREER: Understanding Latinx Students' Stories of Doing and Learning Mathematics,DRL,06/01/2020,SC,Clemson University,09/30/2020,2020,153478.0
"=""2031031""",yes,I-Corps: Smart IoT Medicine Dispensing,TI,06/01/2020,VA,George Mason University,11/30/2020,2020,50000.0
"=""1953772""",yes,Algebraic and Probabilistic Methods in Extremal Combinatorics,DMS,06/01/2020,CA,Stanford University,11/30/2020,2020,147378.0
"=""1945321""",yes,CAREER: Mixed-bonded IV-VI semiconductors for hybrid heterostructures,DMR,06/01/2020,CA,University of California-Santa Barbara,07/31/2020,2020,112140.0
"=""1954304""",yes,Estimates on eigenvalues and eigenfunctions in convex settings,DMS,06/01/2020,NC,University of North Carolina at Chapel Hill,09/30/2020,2020,35704.0
"=""2027586""",yes,STTR Phase I:  COVID-19: AI-based Development of Neutralizing Antibodies for SARS-CoV-2,TI,06/01/2020,CA,Protabit LLC,11/30/2020,2020,256000.0
"=""2031096""",yes,RAPID: Covid-19 Forecasting Models for Removal of Social Distancing Measures,DEB,06/01/2020,WA,University of Washington,11/30/2020,2020,198048.0
"=""2005539""",yes,Floer Homology and Low-Dimensional Topology,DMS,06/01/2020,NJ,Institute For Advanced Study,12/31/2020,2020,107908.0
"=""1929208""",yes,RII Track-4: Mechanistic Design of Hierarchical Metal-MAX Multilayered Nanocomposites,OIA,06/01/2020,NV,"Board of Regents, NSHE, obo University of Nevada, Reno",10/31/2020,2020,300000.0
"=""2027721""",yes,"SBIR Phase I:  MouthLab - A Medical Tricorder Optimized for Real-time, Rapid Assessment of COVID-19 Patients And Those At Risk",TI,06/01/2020,MD,"AIDAR HEALTH, INC",11/30/2020,2020,256000.0
"=""2000192""",yes,Multiplicities and Period Integrals for Spherical Varieties,DMS,06/01/2020,MA,Massachusetts Institute of Technology,12/31/2020,2020,51936.0
"=""1948131""",yes,CRII: SaTC: Securing Containers in Multi-Tenant Environment via Augmenting Linux Control Groups,CNS,06/01/2020,TN,University of Memphis,11/30/2020,2020,174995.0
"=""2029811""",yes,I-Corps:  Chip-scale laser ranging module for precision autonomous navigation and vehicular safety,TI,06/01/2020,CA,University of California-Los Angeles,11/30/2020,2020,50000.0
"=""2031066""",yes,RAPID: Collaborative Research:  Electronic Mentoring  to Address Challenges in Engineering Graduate Programs During the COVID-19 Pandemic,DGE,06/01/2020,TX,University of Texas at San Antonio,10/31/2020,2020,109317.0
"=""2001247""",yes,"Coulomb Branches, Shifted Quantum Groups, and their Applications",DMS,06/01/2020,CT,Yale University,07/31/2020,2020,165000.0
"=""2014689""",yes,SBIR Phase I:  Advanced Artificial Intelligence for Robotic E-Commerce Pick-and-Pack Automation,TI,06/01/2020,CA,"Ambi Robotics, Inc.",11/30/2020,2020,223071.0
"=""2026729""",yes,I-Corps: A Noninvasive Plasmonic Sensing System for Detecting Diabetes from Breath Acetone,TI,06/01/2020,DC,George Washington University,11/30/2020,2020,50000.0
"=""2028008""",yes,SBIR Phase I:  Accelerating Understanding of COVID-19 Biology and Treatment Via Scaled Medical Record and Biosimulation Analytics,TI,06/01/2020,CA,Onai Inc.,11/30/2020,2020,256000.0
"=""2015769""",yes,I-Corps: Tools for Database Forensic Analysis and Intrusion Detection,TI,06/01/2020,IL,DePaul University,11/30/2020,2020,50000.0
"=""2001486""",yes,Moduli Spaces and Galois Theory in Arithmetic Dynamics,DMS,05/15/2020,LA,Louisiana Tech University,01/31/2021,2021,116762.0
"=""2017022""",yes,I-Corps:  Polymeric passive samplers for monitoring hydrophobic organic compounds in the environment,TI,05/15/2020,TX,Texas Tech University,10/31/2020,2020,50000.0
"=""2014262""",yes,SBIR Phase I:  Transcranial Dynamic Focused Ultrasound for the Non-Invasive Opening of the Blood-Brain Barrier (BBB),TI,05/15/2020,CA,CORDANCE MEDICAL INC.,12/31/2020,2020,224986.0
"=""2014644""",yes,SBIR Phase I:  Robotic Pavement Marking,TI,05/15/2020,OH,"RoadPrintz, Inc.",10/31/2020,2020,224646.0
"=""2027590""",yes,STTR Phase I:  Enabling Rapid Scale-up of COVID-19 Treatment using Next-Generation Light Driven Chemistry,TI,05/15/2020,CO,New Iridium,10/31/2020,2020,256000.0
"=""2014698""",yes,SBIR Phase I:  PORTABLE SOLAR DEVICE,TI,05/15/2020,FL,PORTABLE SOLAR INC.,10/31/2020,2020,225000.0
"=""2014378""",yes,"SBIR Phase I:  HaloFilm – a spray-on, rechargeable, reapplicable antimicrobial coating",TI,05/15/2020,NY,HALOMINE INC.,12/31/2020,2020,225000.0
"=""2013992""",yes,SBIR Phase I:  High Resolution Terahertz Video Camera for People Screening and Medical Imaging,TI,05/15/2020,CA,"OBSIDIAN SENSORS, INC.",10/31/2020,2020,225000.0
"=""2014791""",yes,SBIR Phase I:  Low cost spectrometer for methane sensing,TI,05/15/2020,TX,TROPOSPHERE MONITORING INC.,01/31/2021,2021,221993.0
"=""2028310""",yes,RAPID: COVIDGeoGraph – A Geographically Integrated Cross-Domain Knowledge Graph for Studying Regional Disruptions,ITE,05/15/2020,CA,University of California-Santa Barbara,10/31/2020,2020,90658.0
"=""2029219""",yes,Support of Active Student Participation in the 2020 Meeting of the North American Membrane Society (NAMS),CBET,05/15/2020,TX,University of Texas at Austin,10/31/2020,2020,15390.0
"=""1936544""",yes,Collaborative Research: Testing for large scale Hawaiian arch volcanism and associated magma sources,OCE,05/01/2020,OR,Oregon State University,12/31/2020,2020,136983.0
"=""1954826""",yes,Mechanistic Chemistry of Reactive Sulfur Species,CHE,05/01/2020,WA,Washington State University,11/30/2020,2020,450000.0
"=""2028009""",yes,RAPID: Tracking Urban Mobility and Occupancy under Social Distancing Policy,IIS,05/01/2020,NY,Cornell University,10/31/2020,2020,49705.0
"=""2028506""",yes,RAPID: Improving Capabilities to Measure the Robustness of Critical Communications Infrastructure: A Case Study of COVID-19 Quarantine-Induced Internet Performance,CNS,05/01/2020,CA,University of California-San Diego,10/31/2020,2020,137578.0
"=""1953074""",yes,SBIR Phase I:  Laser Sources for Scalable Optical Connectivity,TI,05/01/2020,CA,QUINTESSENT INC.,10/31/2020,2020,225000.0
"=""1955337""",yes,SaTC: EDU: Collaborative: Bolstering UAV Cybersecurity Education through Curriculum Development with Hands-on Laboratory Framework,DGE,05/01/2020,IL,University of Illinois at Chicago,11/30/2020,2020,179999.0
"=""2029457""",yes,RAPID: Collecting Reliable COVID-19 Datasets in Crisis Conditions,ITE,05/01/2020,WA,University of Washington,10/31/2020,2020,69998.0
"=""1948447""",yes,CRII: OAC: An Efficient Lossy Compression Framework for Reducing Memory Footprint for Extreme-Scale Deep Learning on GPU-Based HPC Systems,OAC,05/01/2020,AL,University of Alabama Tuscaloosa,06/30/2020,2020,174593.0
"=""2027399""",yes,RAPID/Collaborative Research: Agency COVID-19 Risk Communication on Social Media: Characterizing Drivers of Message Retransmission and Engagement,CMMI,05/01/2020,KY,University of Kentucky Research Foundation,08/31/2020,2020,93161.0
"=""2015238""",yes,Responding to Plastic Pollution Through Science: from Research to Action,CBET,04/15/2020,DC,National Council for Science and the Environment/CEDD,09/30/2020,2020,5000.0
"=""1939121""",yes,Planning IUCRC Stevens Institute of Technology: Center for Building Reliable Advances and Innovation in Neurotechnology (BRAIN),CNS,04/01/2020,NJ,Stevens Institute of Technology,09/30/2020,2020,15000.0
"=""2023772""",yes,"Career Development Workshop and Forum: Spring Technical Meeting of the Eastern States Section of the Combustion Institute, Columbia, SC - March 8-11, 2020",CBET,04/01/2020,SC,University of South Carolina at Columbia,09/30/2020,2020,4000.0
"=""1948850""",yes,Collaborative Research: Implications of Solar Radiation Management for Strategic Behavior and Climate Governance,SES,04/01/2020,NC,Appalachian State University,07/31/2020,2020,126430.0
"=""1944390""",yes,CAREER: Understanding the biological functions of the gasotransmitter hydrogen sulfide using a polymer engineering approach,CBET,04/01/2020,KS,Kansas State University,11/30/2020,2020,162914.0
"=""2026740""",yes,RAPID:Novel Foam formulations for decontamination of surfaces with minimum wastewater generation,EEC,04/01/2020,NY,Columbia University,09/30/2020,2020,100773.0
"=""2012234""",yes,Conference on Practical and Structural Model Theory,DMS,04/01/2020,IN,University of Notre Dame,04/30/2020,2020,0.0
"=""2027085""",yes,RAPID: Approach-Avoidance Tendencies to Pathogen-Salience as a Function of Uncertainty and Regional COVID-19 Infection Rates,BCS,04/01/2020,AL,University of Alabama Tuscaloosa,10/31/2020,2020,77472.0
"=""2022356""",yes,"Workshop on Women in Medical Robotics; Atlanta, Georgia; April 22-24, 2020",CMMI,04/01/2020,TX,University of Texas at Dallas,12/31/2020,2020,16450.0
"=""2002420""",yes,NSF Student and Early-Career Faculty Travel Grant for IEEE International Conference on Software Engineering 2020 (ICSE),CCF,04/01/2020,PA,Carnegie Mellon University,12/31/2020,2020,0.0
"=""2028064""",yes,Detail between Naval Postgraduate School and National Science Foundation for Dr. Robert Beverly.(Year 1),OAC,04/01/2020,CA,Naval Postgraduate School,10/01/2020,2020,153192.0
"=""1950115""",yes,SBIR Phase II:  Filmmaking for Everyone: Computational Video Editing,TI,04/01/2020,CA,TRASH INC.,11/30/2020,2020,336848.0
"=""1942706""",yes,"FET: CAREER: Algorithms, cryptography and complexity meet quantum reductions",CCF,04/01/2020,TX,Texas A&M Engineering Experiment Station,12/31/2020,2020,83289.0
"=""2012004""",yes,Conference on Model Theory and Applications 2020,DMS,04/01/2020,IN,University of Notre Dame,04/30/2020,2020,0.0
"=""1944683""",yes,CAREER: Sensorimotor representations in visual working memory.,BCS,04/01/2020,FL,Florida Atlantic University,10/31/2020,2020,405845.0
"=""2008266""",yes,EAGER: GOALI: Bridging the Theory-Practice Divide in Multimedia Compression,CCF,04/01/2020,NY,Cornell University,12/31/2020,2020,42949.0
"=""2021054""",yes,PROJECT BASELINE informational workshops,DEB,03/15/2020,MO,Southeast Missouri State University,10/31/2020,2020,59100.0
"=""2026737""",yes,"RAPID: Impact of Coronavirus Understanding, Trust, and Other Public Beliefs and Attitudes on Behavioral Responses",SES,03/15/2020,CA,University of California-Irvine,08/31/2020,2020,53040.0
"=""2022828""",yes,RAPID: In Situ Measurements of Australian Bushfire Smoke in the Stratosphere,AGS,03/15/2020,CO,University of Colorado at Boulder,06/30/2020,2020,6847.0
"=""1943857""",yes,CAREER:Hybrid Data-driven Synthesis by Design of Atomically Thin Quantum Materials,CBET,03/01/2020,LA,Louisiana Tech University,09/30/2020,2020,509509.0
"=""2001711""",yes,Conference on Foundations of Computational Mathematics,DMS,03/01/2020,WA,University of Washington,06/30/2020,2020,0.0
"=""1949389""",yes,Collaborative Research: Disentangling Exploration from Exploitation,SES,03/01/2020,IL,Northwestern University,10/31/2020,2020,105000.0
"=""1938515""",yes,STTR Phase I:  Realizing the Untapped Potential of Multielectron Insertion/Extraction Reactions in Lithium Ion Batteries,TI,03/01/2020,NY,Dimien Inc.,08/31/2020,2020,225000.0
"=""1947572""",yes,Frontier Probability Days 2020,DMS,03/01/2020,NV,University of Nevada Las Vegas,03/31/2020,2020,32000.0
"=""1939142""",yes,STTR Phase I:  CryoDiscovery? : An integrated cryo-EM intelligence solution,TI,03/01/2020,OR,"Health Technology Innovations, Inc.",10/31/2020,2020,224949.0
"=""2023003""",yes,Technical support for OIG radios,OIG,03/01/2020,DC,Department of Homeland Security,10/01/2020,2020,4272.0
"=""1944965""",yes,CAREER: Chemistry Perspectives to Design Novel Superconductors,DMR,03/01/2020,LA,Louisiana State University,10/31/2020,2020,77589.0
"=""1951535""",yes,Seminar on Stochastic Processes (SSP) 2020,DMS,02/15/2020,MI,Michigan State University,12/31/2020,2020,46072.0
"=""2006541""",yes,I-Corps Teams: Energy efficient 3D printing of thermoset polymer and composites for field operations,TI,02/15/2020,TX,Texas Tech University,07/31/2020,2020,50000.0
"=""2005611""",yes,"CSHL 2020 Conference ""From Neuroscience to Artificially Intelligent Systems,"" Cold Spring Harbor, New York, March 24-28, 2020",IOS,02/15/2020,NY,Cold Spring Harbor Laboratory,01/31/2021,2021,49312.0
"=""2005314""",yes,I-Corps:  Quantifiable Service Quality Firmware System,TI,02/15/2020,NJ,New Jersey Institute of Technology,01/31/2021,2021,49999.0
"=""1947656""",yes,"Doctoral Dissertation Research: Volunteer Domestic Care, Sociality, and Austerity",BCS,02/15/2020,IL,University of Chicago,01/31/2021,2021,25200.0
"=""2018828""",yes,"Workshop: Forging Connections between Machine Learning, Data Science, and Power Systems Research. To be held at the National Science Foundation, March 5-6, 2020  in Alexandria, VA.",ECCS,02/15/2020,MN,University of Minnesota-Twin Cities,01/31/2021,2021,99998.0
"=""1905404""",yes,Collaborative Research: Promoting or Suppressing Solid-State Phase Transformation via Interface Control,DMR,02/15/2020,MI,Michigan State University,11/30/2020,2020,79769.0
"=""2019552""",yes,Appropriations Law Course,BFA,02/15/2020,DC,US Government Accountability Office,08/15/2020,2020,0.0
"=""2016092""",yes,NSF Student Travel Grant for 2020 Conferences on  File and Storage Technologies (FAST) and Networked Design and Implementation (NSDI),CNS,02/15/2020,WA,USENIX Association,01/31/2021,2021,50000.0
"=""2001211""",yes,Doctoral Dissertation Research: Judging Social Minority Job Candidates: An Intersectional Analysis of Employer Behavior towards Social Minorities in the U.S. Labor Force,SES,02/15/2020,NY,New York University,01/31/2021,2021,15999.0
"=""2001018""",yes,I-Corps: A Mobile-Based Opioid Overdose Alerting System,TI,02/15/2020,NY,University of Rochester,12/31/2020,2020,50000.0
"=""1947598""",yes,Collaborative Research:  The Geography of Information: Testing the Effects of Unequal Information in the Market for Rental Housing,SES,02/15/2020,TX,William Marsh Rice University,08/31/2020,2020,88079.0
"=""2016129""",yes,"Student Travel Support Program for 2020 American Control Conference; Denver, Colorado; July 1-3, 2020",CMMI,02/15/2020,MI,Regents of the University of Michigan - Ann Arbor,01/31/2021,2021,15000.0
"=""1940200""",yes,Collaborative Research: Workshop on Exuberance of Machine Learning in Transport Phenomena,CBET,02/01/2020,PA,Carnegie Mellon University,07/31/2020,2020,14107.0
"=""1946229""",yes,SBIR Phase I:  Leaf Global Fintech: Blockchain-Backed Financial Services for Refugees and Migrants,TI,02/01/2020,CO,LEAF GLOBAL FINTECH CORPORATION,01/31/2021,2021,225000.0
"=""1938483""",yes,SBIR Phase I:  Near Shore Bathymetry and Coastline Modeling in the Arctic,TI,02/01/2020,VA,POLARCTIC LLC,08/31/2020,2020,224999.0
"=""2015041""",yes,Attendee Support for the 2020 AAAI Doctorial Consortium,IIS,02/01/2020,CA,Occidental College,07/31/2020,2020,17100.0
