award_id,cancelled_trump,title,directorate,start_date,state,org_name,end_date,year,award_amount
"=""1842393""",yes,SBIR Phase I: Feasibility of a Wearable Blindness Prevention System,TI,02/01/2019,CA,GLOBE BIOMEDICAL LLC,12/31/2019,2019,224206.0
"=""1845752""",yes,SBIR Phase I:  A Community-Building Platform That Uses Machine Learning To Facilitate In-Person Interactions,TI,02/01/2019,MI,GHAMUT CORPORATION,01/31/2020,2020,224995.0
"=""1843093""",yes,"SBIR Phase I:  Cost-effective, portable and fast platform for automated characterization of aquatic microorganisms and other particles for aquaculture, public health and marine res",TI,02/01/2019,CA,"LUCENDI, INC.",02/29/2020,2020,224926.0
"=""1843983""",yes,SBIR Phase I:  Proposal For The Assessment Of The Feasibility Of An Objective Surgeon Assessment Platform.,TI,02/01/2019,CA,OSSO VR INC,07/31/2020,2020,222596.0
"=""1904171""",yes,I-Corps Teams:  Opto-plasmonic Photodetectors for Low-Cost Tele/Data Communications Beyond 5G,TI,02/01/2019,PA,Drexel University,07/31/2020,2020,50000.0
"=""1843994""",yes,SBIR Phase I:  MobIQ: A SIM-Based Solution To Software-Defined IoT Network Services,TI,02/01/2019,CA,MobIQ Technologies,12/31/2019,2019,250000.0
"=""1843405""",yes,SBIR Phase I:  Development of DNA-Encoded Peptidomimetic Library for High-Affinity Binders Against Disease-Related Proteins,TI,02/01/2019,CA,"TRILO THERAPEUTICS, INC.",04/30/2020,2020,225000.0
"=""1903815""",yes,HINT2019: Hawaii Number Theory Conference,DMS,02/01/2019,HI,University of Hawaii,01/31/2020,2020,30000.0
"=""1916003""",yes,2nd International Workshop on the Frontiers of Nanomechanical Systems (FNS/2019),DMR,02/01/2019,CA,California Institute of Technology,01/31/2020,2020,12000.0
"=""1846205""",yes,CAREER: Bio-Inspired Sensory Interfaces Incorporating Embedded Classification and Encryption,ECCS,02/01/2019,OH,"OHIO STATE UNIVERSITY, THE",01/31/2020,2020,393226.0
"=""1843035""",yes,SBIR Phase I:  3D Printing of Thermally Stable Composites for Injection Molding Tooling,TI,02/01/2019,MA,3DFortify Inc.,01/31/2020,2020,225000.0
"=""1843116""",yes,SBIR Phase I:  Controlling plant pathogens with novel seed treatments based on nematode-produced ascarosides,TI,02/01/2019,NY,Ascribe Bioscience Inc.,07/31/2020,2020,224923.0
"=""1842746""",yes,SBIR Phase I:  Creating the Critical University-to-Workforce Connection: Providing Quantitative Evidence of Collaboration Skills,TI,02/01/2019,NH,BEAGLE LEARNING LLC,01/31/2020,2020,224690.0
"=""1843436""",yes,SBIR Phase I:  Durable Superhydrophobic Smart Coating with Active Corrosion Protection,TI,02/01/2019,FL,"SynMatter, LLC",06/30/2020,2020,249993.0
"=""1843306""",yes,SBIR Phase I:  SafeLi: Graphene monoxide anodes for extreme batteries,TI,02/01/2019,WI,"CONOVATE, INC.",01/31/2020,2020,225000.0
"=""1843966""",yes,SBIR Phase I:  A compact electrotactile sensory feedback system for upper limb prostheses,TI,02/01/2019,CA,"PSYONIC, Inc.",07/31/2020,2020,225000.0
"=""1843595""",yes,SBIR Phase I:  Novel Field Drug Test System for Law Enforcement,TI,02/01/2019,FL,"IDEM, LLC",03/31/2020,2020,224722.0
"=""1912135""",yes,"Meeting: Plant Vascular Biology 2019 - Promoting Collaborative Research Across Disciplinary Boundaries, June 17-20, 2019, Monterey, California",IOS,02/01/2019,WA,Washington State University,01/31/2020,2020,20000.0
"=""1906366""",yes,RAPID: Informal Learning about Urban Ecology through Community-Engaged Research as a Pathway to Persistence for Disaster-Impacted Students,DUE,02/01/2019,NC,North Carolina State University,01/31/2021,2021,199721.0
"=""1843776""",yes,SBIR Phase I:  Digital Loft--An online platform for innovation education,TI,02/01/2019,IL,"ForgeWorks, LLC",01/31/2020,2020,224982.0
"=""1843476""",yes,STTR Phase I:  Robotics Launchpad - A Design-Driven Educational Robotics Framework,TI,02/01/2019,NY,Mechanismic Inc.,07/31/2020,2020,224959.0
"=""1842736""",yes,SBIR Phase I:  Bioengineered Recombinant Anticoagulant Heparin,TI,02/01/2019,CA,TEGA Therapeutics Inc,07/31/2020,2020,225000.0
"=""1843926""",yes,SBIR Phase I:  Spatially Modulated Light For Trapping And Addressing Of Alkaline-Earth Neutral Atom Qubits,TI,02/01/2019,CA,ATOM COMPUTING INC.,01/31/2020,2020,225000.0
"=""1856726""",yes,"Workshop: Progress and Prospects of Single Molecule Force Spectroscopy in Biological and Chemical Sciences Workshop; May 30 - June 2, 2019; Durham, North Carolina",MCB,02/01/2019,NC,Duke University,01/31/2020,2020,74036.0
"=""1843975""",yes,SBIR Phase I:  A Real-time Artificial Intelligence Dysplasia Detection (AIDD) system for Barrett's Esophagus and Early Esophageal Cancer,TI,02/01/2019,CA,"DOCBOT, INC.",09/30/2019,2019,225000.0
"=""1843626""",yes,SBIR Phase I:  A chemical assay kit for the high-throughput screening of chiral amine enantiomeric excess,TI,02/01/2019,TX,ENANTIOSENSE LLC,01/31/2020,2020,225000.0
"=""1841519""",yes,Planning IUCRC at University of Tennessee:  Center for High-Frequency Electronics and Circuits for Communication Systems (CHECCS),EEC,02/01/2019,TN,University of Tennessee Knoxville,01/31/2020,2020,15000.0
"=""1902269""",yes,"Rooting and Growing the Domestic Plant Phenomics Community: Support for the 2019 Annual Phenome Conference, Tucson, Arizona, February 6-9, 2019",IOS,02/01/2019,MD,American Society of Plant Biologists,01/31/2020,2020,48738.0
"=""1912657""",yes,I-Corps:  Analyzing the cochlear implant programming market and assessing the need for image guided cochlear implant programming,TI,02/01/2019,TN,Vanderbilt University,01/31/2020,2020,50000.0
"=""1843347""",yes,SBIR Phase I:  High-Energy X-ray Gratings for Nondestructive Evaluation,TI,02/01/2019,LA,"REFINED IMAGING, LLC",01/31/2020,2020,225000.0
"=""1842797""",yes,SBIR Phase I:  PORTABLE EMAT PHASED ARRAY FOR CORROSION MAPPING,TI,02/01/2019,VA,Innerspec Technologies Inc,11/30/2020,2020,224048.0
"=""1842768""",yes,SBIR Phase I:  Scaling Cluster Computing Fabrics with Optical Networking,TI,02/01/2019,CA,INFOCUS NETWORKS,10/31/2020,2020,224993.0
"=""1843248""",yes,"SBIR Phase I:  Using big data, AI, and machine learning in gender equality and social inclusion analysis",TI,02/01/2019,KS,EQUILO INC.,10/31/2019,2019,224814.0
"=""1842769""",yes,SBIR Phase I:  Quantum Key Distribution via Small Satellite,TI,02/01/2019,CA,SKY QUANTUM INC,03/31/2020,2020,224924.0
"=""1843539""",yes,STTR Phase I:  Wearable Fabric Sensor for Hydration Monitoring,TI,02/01/2019,OH,RooSense LLC,07/31/2020,2020,250000.0
"=""1843789""",yes,SBIR Phase I:  Thermal Drawing of Hybrid Organic-InorganicMulti-Material Dielectric Filters,TI,02/01/2019,FL,"Everix, Inc.",10/31/2019,2019,225000.0
"=""1915209""",yes,"Student support for 2019 GSA Thompson Field Forum in Grand Canyon; September 14-21, 2019",EAR,02/01/2019,NM,University of New Mexico,01/31/2020,2020,8500.0
"=""1843379""",yes,SBIR Phase I:  Real-Time Pose and Grasping Affordance Estimation for Vine Crops,TI,02/01/2019,MA,"ROOT AI, INC.",07/31/2019,2019,220982.0
"=""1849089""",yes,Case Adjudication as Local Practice: A Follow-up Study using Multiple Methods,SES,02/01/2019,CA,University of California-Irvine,01/31/2021,2021,153287.0
"=""1846588""",yes,SBIR Phase I:  Advanced Manufacturing To Revolutionize Solar PV Generation,TI,02/01/2019,AZ,"REhnu, Inc.",09/30/2019,2019,224769.0
"=""1914598""",yes,RAPID: The role of vegetation-moderated longwave radiation on the spatiotemporal distribution of snow during accumulation and ablation in mountain terrain,EAR,02/01/2019,ID,Boise State University,01/31/2020,2020,38884.0
"=""1843098""",yes,SBIR Phase I: Increasing community resilience through actionable data and analytics,TI,02/01/2019,CO,"GEOSPIZA, INC.",09/30/2019,2019,225000.0
"=""1843998""",yes,SBIR Phase I:  Inexpensive Automatic Classification And Counting Of Insects To Enable Precision Agriculture,TI,02/01/2019,CA,FARMSENSE INC.,11/30/2019,2019,224968.0
"=""1840988""",yes,"International Workshop on Numerical Modeling of Earthquake Motions: Waves and Ruptures, Smolenice, Slovakia June 30-July 4, 2019",EAR,02/01/2019,CA,Stanford University,01/31/2020,2020,28000.0
"=""1842929""",yes,SBIR Phase I:  Integrated Onboard Charger and Auxiliary Power Module for Electric Vehicles,TI,02/01/2019,MD,"AmpX Technologies, Inc.",01/31/2021,2021,225000.0
"=""1842949""",yes,SBIR Phase I:  Social Platform with Machine Learning Moderation,TI,02/01/2019,MI,Sassafras Tech Collective,08/31/2020,2020,224821.0
"=""1843399""",yes,STTR Phase I:  Self-powered underwater light system for photosynthetic cultures,TI,02/01/2019,LA,"ENVIROTRONICS, LLC",10/31/2020,2020,211834.0
"=""1843519""",yes,"SBIR Phase I:  Evaluating ADFMR magnetometers for portable, non-invasive functional bioimaging",TI,02/01/2019,CA,"SONERA MAGNETICS, INC",08/31/2020,2020,224996.0
"=""1843917""",yes,SBIR Phase I:  Advanced Direct-To-Patient Data Aggregation Platform For Clinical Trial Recruitment.,TI,02/01/2019,MA,"SANGUINE BIOSCIENCES, INC.",01/31/2020,2020,224981.0
"=""1844217""",yes,SBIR Phase I:  Radio-Frequency-Identification Based Seal & Packaging Methods To Eliminate Counterfeiting And Tampering Of Physical Goods,TI,02/01/2019,AZ,SGNT LLC,07/31/2019,2019,224470.0
"=""1843847""",yes,STTR Phase I:  Extremely fouling-resistant nanofiltration membranes treating organic-rich wastewater,TI,02/01/2019,MA,"ZWITTERCO, LLC",07/31/2020,2020,225000.0
"=""1844037""",yes,SBIR Phase I:  Subspace: A Decentralized Database of End-User Devices,TI,02/01/2019,CA,"Subspace Labs, Inc.",07/31/2020,2020,225000.0
"=""1843017""",yes,SBIR Phase I:  Versatile Low-Noise Traveling-Wave Parametric Amplifier for Quantum Information Processing,TI,02/01/2019,MA,"MILLIMETER WAVE SYSTEMS, LLC",03/31/2020,2020,224986.0
"=""1843738""",yes,STTR Phase I:  ActivSignal Protein Profiling from Serum Exosomes for the Early Detection of Pancreatic Cancer,TI,02/01/2019,MA,"ActivSignal, LLC",11/30/2019,2019,225000.0
"=""1842957""",yes,SBIR Phase I:  Impedance-Based Battery Health Management for Large Format Lithium-Ion Battery Packs,TI,02/01/2019,CA,Rejoule Incorporated,05/31/2020,2020,225000.0
"=""1844708""",yes,"Student Travel Support For The 2019 Power and Energy Conference To Be Held At The University of Illinois, February 21-22, 2019",ECCS,02/01/2019,IL,University of Illinois at Urbana-Champaign,07/31/2019,2019,15000.0
"=""1913017""",yes,Engineering Sustainability 2019: A Climate for Change (ES19),CBET,02/01/2019,PA,University of Pittsburgh,01/31/2020,2020,41675.0
"=""1843858""",yes,SBIR Phase I:  Artificially Intelligent Solution to Maximize Value Creation and Upcycling Potential of Aluminum Scrap,TI,02/01/2019,MA,SOLVUS GLOBAL LLC,06/30/2020,2020,249757.0
"=""1912279""",yes,I-Corps:  Phygital Math Play,TI,02/01/2019,VA,Virginia State University,07/31/2019,2019,50000.0
"=""1843202""",yes,"SBIR Phase I:  Bright and Lightfast Fluorescent Pigments for Paints, Polymers and Inks",TI,02/01/2019,IN,STAR VOLTAIC LLC,06/30/2020,2020,224933.0
"=""1842846""",yes,"SBIR Phase I:  X-Containers: Fast, Secure Containers for a Cloud-Native World",TI,02/01/2019,NY,"EXOTANIUM, INC.",12/31/2019,2019,249967.0
"=""1842620""",yes,SBIR Phase I:  Engineering broad-spectrum disease resistance in soybean without fitness cost,TI,02/01/2019,NC,"UPSTREAM BIOTECHNOLOGY, INC.",01/31/2020,2020,224912.0
"=""1849140""",yes,NSF Student Travel Grant for 2018 ACM Symposium on Cloud Computing (SoCC),CNS,02/01/2019,PA,Carnegie Mellon University,01/31/2020,2020,15000.0
"=""1842697""",yes,SBIR Phase I:  Synthetic biology platform for production of stabilized high-value proteins,TI,02/01/2019,MA,GRO BIOSCIENCES INC,01/31/2020,2020,225000.0
"=""1843743""",yes,"STTR Phase I:  DDevelopment of a Transparent, Near-Ultraviolet Photovoltaic Power Source for Wireless Operation of Smart Windows and Internet-of-Things Devices",TI,02/01/2019,NJ,Andluca Technologies Inc.,07/31/2019,2019,225000.0
"=""1844088""",yes,SBIR Phase I:  Identification of disease resistance traits to improve the productivity and sustainability of soybean cultivation,TI,02/01/2019,CA,"Fortiphyte, Inc.",10/31/2020,2020,225000.0
"=""1843302""",yes,SBIR Phase I:  Smart Skins for shipping containers tracking and identification,TI,02/01/2019,GA,"ATHERAXON, INC.",02/29/2020,2020,224996.0
"=""1843172""",yes,SBIR Phase I:  HIGH CAPACITY ENERGY STORAGE ANODE MATERIAL,TI,02/01/2019,KY,"Hexalayer, LLC",01/31/2020,2020,224999.0
"=""1835232""",yes,"Transforming Ethics Education: Connecting STEM Faculty, Research Administrators, and Ethics Education Resources through the Online Ethics Center",SES,02/01/2019,DC,National Academy of Sciences,12/31/2020,2020,2049872.0
"=""1843642""",yes,SBIR Phase I:  Building Emotional Intelligence Through the Connected Readers Program,TI,02/01/2019,FL,DIVERSE EMERGENT ENGINEERING PROSPECTIVE -DEEP- DESIGNS LLC,01/31/2020,2020,224986.0
"=""1841732""",yes,SBIR Phase I:  Highly Potent Nanozeolite-based Silver Antimicrobials,TI,02/01/2019,OH,"ZeoVation, Inc.",02/29/2020,2020,249985.0
"=""1845552""",yes,SBIR Phase I:  Vulnerability-Agnostic Secure Systems,TI,02/01/2019,MI,"AGITA LABS, INC.",10/31/2019,2019,224725.0
"=""1842823""",yes,SBIR Phase I:  Antibacterial Nanotopography for Orthopedic Fixation Devices,TI,02/01/2019,PA,"Tyber Medical, LLC",01/31/2020,2020,225000.0
"=""1843233""",yes,SBIR Phase I:  Non-crystallizable charge transporting organic materials as OLED functional layers and thermally activated delayed fluorescence emitter-layer hosts,TI,02/01/2019,NY,"Molecular Glasses, Inc.",02/29/2020,2020,224958.0
"=""1840843""",yes,SBIR Phase I:  A novel AR on LBO,TI,02/01/2019,CA,"Gamdan Optics, Inc",01/31/2021,2021,224667.0
"=""1836853""",yes,2019 Princeton Summer School on Combustion,CBET,02/01/2019,NJ,Princeton University,01/31/2021,2021,49500.0
"=""1843943""",yes,SBIR Phase I:  Modified Finned Tube Heat Exchangers for Economically Purifying Produced Water,TI,02/01/2019,TX,Katz Water Technologies,12/31/2019,2019,224994.0
"=""1924413""",yes,Reliability Prediction for System Designs with Outsourced Components,CMMI,02/01/2019,IN,Indiana University,07/31/2020,2020,80050.0
"=""1851033""",yes,Doctoral Dissertation Research: Governance and Networks of Coordination in Community Diversion Programs,BCS,02/01/2019,PA,University of Pennsylvania,01/31/2020,2020,10252.0
"=""1843623""",yes,SBIR Phase I:  A New Approach for Isolating Leukocyte Sub-populations to Enable Efficient Manufacturing of Cellular Therapies,TI,02/01/2019,TX,"HALCYON BIOMEDICAL, INCORPORATED",10/31/2019,2019,225000.0
"=""1843221""",yes,STTR Phase I:  Intelligent Scoring of Inflammatory Skin Disease Progression,TI,02/01/2019,MA,"3Derm Systems, Inc.",08/31/2019,2019,225000.0
"=""1906622""",yes,RAPID: COLLABORATIVE RESEARCH: Mechanisms of seagrass community injury and resilience post Hurricane Florence: implications for increasingly stormy coasts,OCE,02/01/2019,TX,University of Texas at Austin,01/31/2020,2020,27425.0
"=""1843462""",yes,SBIR Phase I:  Low-Loss Ad-Hoc Networking for Outdoor WiFi,TI,02/01/2019,IL,"MeshPlusPlus, Inc.",09/30/2019,2019,225000.0
"=""1843020""",yes,SBIR Phase I:  Real-Time Decision Making Software for Wastewater Treatment Operators,TI,02/01/2019,OR,MAIA ANALYTICA LLC,09/30/2019,2019,225000.0
"=""1843430""",yes,SBIR Phase I:  Carbon Fiber Encapsulated Polymer Powder for Additive Manufacturing Advancements,TI,02/01/2019,CO,Vartega Inc.,12/31/2020,2020,224998.0
"=""1841740""",yes,SBIR Phase I: Data-Driven Module for Prediction of Materials Physical-Chemical Properties Using Machine Learning,TI,02/01/2019,TX,AquaNRG Consulting Inc.,12/31/2019,2019,225000.0
"=""1843570""",yes,STTR Phase I:  A Machine Learning Toolbox to Identify Therapeutics for Rare Genetic Disorders from Phenotypic Screens on Micropattern-Based Organoids,TI,02/01/2019,NY,"RUMI SCIENTIFIC, INC.",10/31/2019,2019,225000.0
"=""1841131""",yes,SBIR Phase I:  Development of a novel graft to provide safe and reliable vascular access for hemodialysis patients,TI,02/01/2019,NC,"INNAVASC MEDICAL, INC.",07/31/2019,2019,224975.0
"=""1841031""",yes,SBIR Phase I:  A  Plasma Heat Engine for Efficient Production of Fusion Energy,TI,02/01/2019,NM,TIBBAR PLASMA TECHNOLOGIES INC.,08/31/2020,2020,224780.0
"=""1849600""",yes,SBIR Phase I:  A New Bio-based Monomer for the Coatings Industry,TI,02/01/2019,WI,PYRAN INC,02/29/2020,2020,224752.0
"=""1843790""",yes,STTR Phase I:  Next Generation Of Environmental-Friendly Marine Coating With Superior Durability And Antifouling Performance,TI,02/01/2019,MI,"Repela Tech, LLC",08/31/2020,2020,224998.0
"=""1844090""",yes,"SBIR Phase I:  Development of printing process of effectively transparent contacts (ETCs) for III-V, thin-film and silicon solar cells.",TI,02/01/2019,CA,"ETC Solar, Inc.",01/31/2020,2020,218237.0
"=""1843230""",yes,SBIR Phase I:  Manufacturable Implementation of Thin Glass for Next Generation Electronics Packaging,TI,02/01/2019,NY,MOSAIC MICROSYSTEMS LLC,01/31/2020,2020,225000.0
"=""1915101""",yes,"2019 Neural Crest & Cranial Placodes Gordon Research Conference & Gordon Research Seminar (Italy, April 13-19)",IOS,02/01/2019,RI,Gordon Research Conferences,01/31/2020,2020,20250.0
"=""1850630""",yes,Seminar on Stochastic Processes 2019,DMS,02/01/2019,UT,University of Utah,01/31/2020,2020,49000.0
"=""1842740""",yes,SBIR Phase I:  Single Beam Ion Sources for Advanced Materials Processing,TI,02/01/2019,MI,Scion Plasma LLC,01/31/2020,2020,225000.0
"=""1843880""",yes,STTR Phase I:  Motion Assisted Hand Exoskeleton with Virtual Reality (MAVHEXO) for Post Stroke Rehabilitation,TI,02/01/2019,TX,"NEUROLOGICAL REHABILITATION VIRTUAL REALITY, L.L.C.",01/31/2020,2020,224893.0
"=""1853140""",yes,Epigenetics and Bioengineering Conference,CBET,02/01/2019,NY,American Institute of Chemical Engineers,01/31/2020,2020,20385.0
"=""1846420""",yes,"SBIR Phase I:  A Big Data Skills-To-Tasks Ontology For Career Mapping, Job Matching, And Talent Acquisition.",TI,02/01/2019,VA,XOPOLIS LLC,07/31/2020,2020,214218.0
"=""1904421""",yes,RAPID: Collaborative Research: Forest Ecosystem Responses to Interacting Bark Beetle and Fire Disturbance are set up by Regeneration in the First Year,DEB,02/01/2019,WY,University of Wyoming,01/31/2021,2021,164998.0
"=""1843331""",yes,SBIR Phase I:  Vasoreactive Perfused in Vitro Vascular Network,TI,02/01/2019,CA,"ARACARI BIOSCIENCES, INC.",01/31/2021,2021,225000.0
"=""1843921""",yes,SBIR Phase I:  Multivariate Shrinkage Sensor For Injection Molding,TI,02/01/2019,MN,LEONINE TECHNOLOGIES INC.,09/30/2020,2020,225000.0
"=""1843341""",yes,SBIR Phase I:  Innovative software and database tools for targeted genomics,TI,02/01/2019,MD,CORNERSTONE GENOMICS LLC,01/31/2020,2020,225000.0
"=""1843391""",yes,SBIR Phase I:  Positive Effects of Feedback and Intervention for Engagement in Online Learning,TI,02/01/2019,MA,RIFF LEARNING INC,01/31/2020,2020,223090.0
"=""1845581""",yes,SBIR Phase I:  Multichannel Resonators Enabling A Phenotypic Point Of Care Infectious Disease Diagnostic,TI,02/01/2019,CO,"MICROBIAL PULSE DIAGNOSTICS, LLC",07/31/2020,2020,225000.0
"=""1901364""",yes,"Dynamics, Measures, and Dimensions",DMS,02/01/2019,CT,University of Connecticut,01/31/2020,2020,25000.0
"=""1843764""",yes,SBIR Phase I:  A SWING-ASSIST KNEE PROSTHESIS FOR INCREASING MOBILITY IN TRANSFEMORAL AMPUTEES,TI,02/01/2019,TN,SYNCHRO MOTION LLC,08/31/2020,2020,223589.0
"=""1843254""",yes,SBIR Phase I:  Machine Learning Driven Synthetic Sensor for Plant Water Stress,TI,02/01/2019,DC,Aquasys LLC,05/31/2020,2020,225000.0
"=""1842614""",yes,SBIR Phase I:  Transforming Complex Utility Transaction Management,TI,02/01/2019,NC,"ENERGYXCHAIN, LLC",01/31/2020,2020,225000.0
"=""1843314""",yes,SBIR Phase I:  AbGrab Laparoscopic Lifting Device,TI,02/01/2019,AR,"Lapovations, LLC",12/31/2019,2019,225000.0
"=""1843485""",yes,SBIR Phase I:  Development of a Multimodal Interface for improving independence of Blind and Visually-Impaired people,TI,02/01/2019,ME,"UNAR LABS, LLC",01/31/2020,2020,225000.0
"=""1843735""",yes,SBIR Phase I:  Intelligent Drone Ignitions To Manage Fires,TI,02/01/2019,NE,"Drone Amplified, Inc.",01/31/2020,2020,224999.0
"=""1844045""",yes,SBIR Phase I:  Low-cost ethylene CS-FET gas sensors for applications in the cold-chain logistics industry,TI,02/01/2019,CA,"Serinus Labs, Inc.",01/31/2020,2020,224996.0
"=""1900575""",yes,Expanding representation in Noncommutative Algebra and Representation Theory: WINART2 Workshop,DMS,02/01/2019,IL,University of Illinois at Urbana-Champaign,01/31/2020,2020,11398.0
"=""1848885""",yes,"American Geophysical Union (AGU) Chapman Conference on Scientific Challenges Pertaining to Forecasting Space Weather Including Extremes; Pasadena, California; February 11-15, 2019",AGS,02/01/2019,DC,American Geophysical Union,01/31/2020,2020,25000.0
"=""1842745""",yes,STTR Phase I:  Development of a coral reef-friendly sunscreen with broad spectrum protection,TI,02/01/2019,MD,"MAGIC BLUE, LLC",01/31/2020,2020,225000.0
"=""1844015""",yes,SBIR Phase I:  Rotary heat exchanger for energy reduction in residential and commercial HVAC applications,TI,02/01/2019,NV,Nativus Inc,01/31/2020,2020,225000.0
"=""1841005""",yes,SBIR Phase I:  Handheld Device for Detection of Otitis Media,TI,02/01/2019,CA,"CACTUS MEDICAL,LLC",12/31/2019,2019,225000.0
"=""1843045""",yes,SBIR Phase I:  Generating HLB and canker resistant citrus trees using CRISPR/Cas9,TI,02/01/2019,FL,"Soil Culture Solutions, LLC",11/30/2020,2020,225000.0
"=""1846603""",yes,SBIR Phase I:  Scalable Manufacturing Of Optical Lenses For Complex Systems Integration,TI,02/01/2019,CO,"MOMENTUM OPTICS, LLC",10/31/2019,2019,173673.0
"=""1842423""",yes,SBIR Phase I:  Optimizing an autonomous point of care medical robot to improve central vascular access,TI,02/01/2019,OH,"XACT MEDICAL, LLC",07/31/2019,2019,224993.0
"=""1843054""",yes,SBIR Phase I:  Thermal Intensification for Continuous Thermoplastic Composite Forming,TI,02/01/2019,GA,WEAV3D Inc.,07/31/2020,2020,224718.0
"=""1843464""",yes,STTR Phase I:  Spatial Artificial Intelligence System for the Visually Impaired (NavigAid),TI,02/01/2019,MA,VIRTUAL COLLABORATION RESEARCH INC.,01/31/2020,2020,225000.0
"=""1843534""",yes,SBIR Phase I:  NANOSTRUCTURED 3D CATALYTIC COATINGS FOR HIGH-EFFICIENCY POLLUTION CONTROL AND AIR PURIFICATION,TI,02/01/2019,MA,"METALMARK INNOVATIONS, PBC",01/31/2020,2020,224990.0
"=""1916324""",yes,Student Scholarships for 2019 DPOLY Workshop on X-ray and Neutron Scattering for Polymer Science,DMR,02/01/2019,TN,University of Tennessee Knoxville,01/31/2020,2020,5000.0
"=""1840196""",yes,SBIR Phase I:  A Novel Method for Atmospheric Correction of Earth Observation Satellite Data,TI,02/01/2019,SD,"ADVANCED REMOTE SENSING, INC.",09/30/2019,2019,225000.0
"=""1911876""",yes,Audit of 2017 Incurred Costs for ARSLS Contract,OPP,02/01/2019,VA,DEFENSE CONTRACT AUDIT AGENCY,08/31/2019,2019,6500.0
"=""1843246""",yes,SBIR Phase I:  A Diagnostic Catheter for Treating Obstructions/Occlusions Within a Body Lumen or Vessel,TI,02/01/2019,CA,Embark Medical,12/31/2019,2019,225000.0
"=""1842556""",yes,SBIR Phase I:  Field Mobile Soil Nitrate Sensor for Precision Fertilizer Management,TI,02/01/2019,IA,N-Sense LLC,01/31/2021,2021,225000.0
"=""1901986""",yes,"""Thought to Speech"" Step 3: Science, Engineering and Clinical Planning of an Intracortical Communication System for Adults with Cerebral Palsy (BrainGate-CP)",CBET,02/01/2019,MA,Massachusetts General Hospital,07/31/2019,2019,20973.0
"=""1912834""",yes,I-Corps:  SoleMate Solutions,TI,02/01/2019,CA,University of California-San Diego,06/30/2020,2020,50000.0
"=""1911694""",yes,EAGER: Ideas Lab: CubeSat Innovations,AGS,02/01/2019,CO,University Corporation For Atmospheric Res,01/31/2020,2020,242200.0
"=""1843216""",yes,STTR Phase I:  Enhancing IoT's Connected Device Capabilities using High-Performance Low-Power RRAM-based FPGAs,TI,02/01/2019,UT,"ReRouting, LLC",01/31/2021,2021,225000.0
"=""1843616""",yes,SBIR Phase I:  Improving MRI Guided Thermal Therapies by Designed Magnetic Nanoparticles,TI,02/01/2019,CO,MRX ANALYTICS PBC,06/30/2020,2020,225000.0
"=""1843807""",yes,SBIR Phase I:  PeTeS: Personalized Text Simplification For English Language Learners,TI,02/01/2019,NY,Charmtech Labs LLC,07/31/2019,2019,225000.0
"=""1842867""",yes,SBIR Phase I:  VTE mitigation device,TI,02/01/2019,PA,OSCIFLEX LLC,04/30/2020,2020,225000.0
"=""1855477""",yes,Workshop for Studying the Knowledge Creation Process with a Digital Archive of  Manuscripts and Reviews,SES,02/01/2019,VA,George Mason University,12/31/2019,2019,49858.0
"=""1843687""",yes,SBIR Phase I:  Scalable Photonic Crystal Fabrication for Mesoscale Fuel to Electricity Conversion,TI,02/01/2019,MA,MESODYNE INC.,01/31/2020,2020,224362.0
"=""1913737""",yes,"Student Travel Awards to the Sackler Colloquium: Brain Produces Mind by Modeling, May 1-3, 2019, Irvine, CA",BCS,02/01/2019,IN,Indiana University,07/31/2020,2020,40000.0
"=""1855447""",yes,Travel Grants for The International Conference on Architecture Support for Programming Languages and Operating Systems,CNS,02/01/2019,MA,Trustees of Boston University,01/31/2020,2020,25000.0
"=""1909367""",yes,Collaborative Research: RAPID--Forensic Analysis of Flood-Wind-Rainfall Interactions during Hurricanes Florence and Michael,AGS,02/01/2019,TX,University of Texas at Arlington,07/31/2020,2020,30611.0
"=""1844067""",yes,"SBIR Phase I:  Low Cost, High Precision Methane Sensor System",TI,02/01/2019,CA,AdvancedMEMS,08/31/2020,2020,223890.0
"=""1843757""",yes,SBIR Phase I:  Affordable Multi-Wavelength Lidar and Thermal Imager for Autonomous Vehicles,TI,02/01/2019,NY,"NBN TECHNOLOGIES, LLC",01/31/2020,2020,222500.0
"=""1840937""",yes,"SBIR Phase I:  MedSwarm, an Artificial Intelligence System for Medical Decision Making",TI,02/01/2019,VA,"Unanimous A.I., Inc.",01/31/2020,2020,224594.0
"=""1910957""",yes,I-Corps:  Software for the Next Generation Sequence Analysis for Homogeneous Populations,TI,02/01/2019,GA,"Georgia State University Research Foundation, Inc.",12/31/2019,2019,50000.0
"=""1842958""",yes,SBIR Phase I:  Antibiotic Dispensing Spacer for improved treatment of PJI in TKA,TI,02/01/2019,CO,FORCAST ORTHOPEDICS INC,10/31/2019,2019,224872.0
"=""1843188""",yes,SBIR Phase I:  Whole-body 3D perception for human-safe collaborative robots,TI,02/01/2019,CO,Robotic Materials Inc,07/31/2019,2019,225000.0
"=""1840408""",yes,"Forging the future of ecological stoichiometry: the fourth Woodstoich workshop; August, 2019, Montana",DEB,02/01/2019,MT,University of Montana,01/31/2020,2020,49989.0
